,date,datatype,station,attributes,value
0,2011-01-01T00:00:00,AWND,GHCND:USW00094728,",,W,",1.4
1,2011-01-01T00:00:00,FMTM,GHCND:USW00094728,",,X,",1.0
2,2011-01-01T00:00:00,PGTM,GHCND:USW00094728,",,W,",1310.0
3,2011-01-01T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
4,2011-01-01T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
5,2011-01-01T00:00:00,SNWD,GHCND:USW00094728,",,X,",305.0
6,2011-01-01T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",11.7
7,2011-01-01T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",4.4
8,2011-01-01T00:00:00,WDF2,GHCND:USW00094728,",,X,",250.0
9,2011-01-01T00:00:00,WDF5,GHCND:USW00094728,",,X,",200.0
10,2011-01-01T00:00:00,WSF2,GHCND:USW00094728,",,X,",5.4
11,2011-01-01T00:00:00,WSF5,GHCND:USW00094728,",,X,",7.2
12,2011-01-01T00:00:00,WT08,GHCND:USW00094728,",,X,",1.0
13,2011-01-02T00:00:00,AWND,GHCND:USW00094728,",,W,",2.3
14,2011-01-02T00:00:00,FMTM,GHCND:USW00094728,",,X,",2232.0
15,2011-01-02T00:00:00,PGTM,GHCND:USW00094728,",,W,",2319.0
16,2011-01-02T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.3
17,2011-01-02T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
18,2011-01-02T00:00:00,SNWD,GHCND:USW00094728,",,X,",229.0
19,2011-01-02T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",11.1
20,2011-01-02T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",1.7
21,2011-01-02T00:00:00,WDF2,GHCND:USW00094728,",,X,",290.0
22,2011-01-02T00:00:00,WDF5,GHCND:USW00094728,",,X,",270.0
23,2011-01-02T00:00:00,WSF2,GHCND:USW00094728,",,X,",8.9
24,2011-01-02T00:00:00,WSF5,GHCND:USW00094728,",,X,",12.5
25,2011-01-02T00:00:00,WT01,GHCND:USW00094728,",,X,",1.0
26,2011-01-02T00:00:00,WT08,GHCND:USW00094728,",,W,",1.0
27,2011-01-02T00:00:00,WT13,GHCND:USW00094728,",,X,",1.0
28,2011-01-02T00:00:00,WT16,GHCND:USW00094728,",,X,",1.0
29,2011-01-03T00:00:00,AWND,GHCND:USW00094728,",,W,",3.9
30,2011-01-03T00:00:00,FMTM,GHCND:USW00094728,",,X,",222.0
31,2011-01-03T00:00:00,PGTM,GHCND:USW00094728,",,W,",219.0
32,2011-01-03T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
33,2011-01-03T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
34,2011-01-03T00:00:00,SNWD,GHCND:USW00094728,",,X,",152.0
35,2011-01-03T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",2.2
36,2011-01-03T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-2.2
37,2011-01-03T00:00:00,WDF2,GHCND:USW00094728,",,X,",290.0
38,2011-01-03T00:00:00,WDF5,GHCND:USW00094728,",,X,",280.0
39,2011-01-03T00:00:00,WSF2,GHCND:USW00094728,",,X,",9.4
40,2011-01-03T00:00:00,WSF5,GHCND:USW00094728,",,X,",13.4
41,2011-01-04T00:00:00,AWND,GHCND:USW00094728,",,W,",2.8
42,2011-01-04T00:00:00,FMTM,GHCND:USW00094728,",,X,",1715.0
43,2011-01-04T00:00:00,PGTM,GHCND:USW00094728,",,W,",1448.0
44,2011-01-04T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
45,2011-01-04T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
46,2011-01-04T00:00:00,SNWD,GHCND:USW00094728,",,X,",127.0
47,2011-01-04T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",4.4
48,2011-01-04T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-1.1
49,2011-01-04T00:00:00,WDF2,GHCND:USW00094728,",,X,",250.0
50,2011-01-04T00:00:00,WDF5,GHCND:USW00094728,",,X,",200.0
51,2011-01-04T00:00:00,WSF2,GHCND:USW00094728,",,X,",5.8
52,2011-01-04T00:00:00,WSF5,GHCND:USW00094728,",,X,",8.0
53,2011-01-05T00:00:00,AWND,GHCND:USW00094728,",,W,",2.8
54,2011-01-05T00:00:00,FMTM,GHCND:USW00094728,",,X,",247.0
55,2011-01-05T00:00:00,PGTM,GHCND:USW00094728,",,W,",1459.0
56,2011-01-05T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
57,2011-01-05T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
58,2011-01-05T00:00:00,SNWD,GHCND:USW00094728,",,X,",102.0
59,2011-01-05T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",3.9
60,2011-01-05T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-1.7
61,2011-01-05T00:00:00,WDF2,GHCND:USW00094728,",,X,",270.0
62,2011-01-05T00:00:00,WDF5,GHCND:USW00094728,",,X,",300.0
63,2011-01-05T00:00:00,WSF2,GHCND:USW00094728,",,X,",6.7
64,2011-01-05T00:00:00,WSF5,GHCND:USW00094728,",,X,",8.9
65,2011-01-06T00:00:00,AWND,GHCND:USW00094728,",,W,",1.2
66,2011-01-06T00:00:00,FMTM,GHCND:USW00094728,",,X,",1821.0
67,2011-01-06T00:00:00,PGTM,GHCND:USW00094728,",,W,",1820.0
68,2011-01-06T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
69,2011-01-06T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
70,2011-01-06T00:00:00,SNWD,GHCND:USW00094728,",,X,",51.0
71,2011-01-06T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",0.6
72,2011-01-06T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-3.3
73,2011-01-06T00:00:00,WDF2,GHCND:USW00094728,",,X,",260.0
74,2011-01-06T00:00:00,WDF5,GHCND:USW00094728,",,X,",270.0
75,2011-01-06T00:00:00,WSF2,GHCND:USW00094728,",,X,",4.0
76,2011-01-06T00:00:00,WSF5,GHCND:USW00094728,",,X,",5.8
77,2011-01-07T00:00:00,AWND,GHCND:USW00094728,",,W,",2.2
78,2011-01-07T00:00:00,FMTM,GHCND:USW00094728,",,X,",1835.0
79,2011-01-07T00:00:00,PGTM,GHCND:USW00094728,",,W,",545.0
80,2011-01-07T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",4.8
81,2011-01-07T00:00:00,SNOW,GHCND:USW00094728,",,X,",43.0
82,2011-01-07T00:00:00,SNWD,GHCND:USW00094728,",,X,",25.0
83,2011-01-07T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",0.6
84,2011-01-07T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-3.9
85,2011-01-07T00:00:00,WDF2,GHCND:USW00094728,",,X,",270.0
86,2011-01-07T00:00:00,WDF5,GHCND:USW00094728,",,X,",120.0
87,2011-01-07T00:00:00,WSF2,GHCND:USW00094728,",,X,",5.4
88,2011-01-07T00:00:00,WSF5,GHCND:USW00094728,",,X,",7.2
89,2011-01-07T00:00:00,WT01,GHCND:USW00094728,",,X,",1.0
90,2011-01-07T00:00:00,WT02,GHCND:USW00094728,",,X,",1.0
91,2011-01-07T00:00:00,WT08,GHCND:USW00094728,",,X,",1.0
92,2011-01-07T00:00:00,WT18,GHCND:USW00094728,",,X,",1.0
93,2011-01-08T00:00:00,AWND,GHCND:USW00094728,",,W,",1.8
94,2011-01-08T00:00:00,FMTM,GHCND:USW00094728,",,X,",2257.0
95,2011-01-08T00:00:00,PGTM,GHCND:USW00094728,",,W,",2256.0
